,employer,record_date,comment,overall_result,interesting_tasks,equality,communication,working_conditions,supervisor_behavior,dealing_w_older_colleagues,colleague_cohesion,environmental_social awareness,salary_benefits,career_training,work_life_balance,image,overall_number
152,porsche-gruppe,Dezember 2021,"0,0 Förderung! Hauptsache Image stimmt",not_recommended,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,1.0,2.0,4.0,0
153,brenntag,Januar 2021,Vertrieb hat nichts zu melden,not_recommended,4.0,3.0,1.0,5.0,1.0,3.0,3.0,2.0,5.0,3.0,5.0,1.0,0
154,deutsche-post,April 2022,Top Unternehmen,recommended,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1
155,sartorius,Januar 2022,Bewertung Sartorius Stedim Plastics/ Abteilung STR,recommended,5.0,1.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,2.0,3.0,1
156,airbus,September 2021,Objektive Bewertung,recommended,2.0,5.0,1.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,5.0,5.0,1
157,pumagroup,Juni 2021,Wird seinem Image nicht gerecht,not_recommended,2.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,0
158,covestro-deutschland3,Januar 2021,Angenehmer Arbeitgeber,recommended,5.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,,1
159,sap,März 2022,"Toller Arbeitgeber, würde wahrscheinlich nur gehen, wenn ich selbst gründen würde.",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
160,sartorius,April 2021,"Top Arbeitgeber, absolut empfehlenswert",recommended,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,1
161,hellofresh,Januar 2019,Vorsicht vor diesem Betrieb,not_recommended,1.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,0
162,eon,März 2021,Zuverlässiger Energielieferant mit motivierten Mitarbeitern,recommended,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,1
163,covestro-deutschland3,Oktober 2021,"Nach außen hin bunt, modern und offen, nach innen hin träge, veraltet und kalt",not_recommended,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0
164,vonovia-se,Januar 2022,Vonovia TOP,recommended,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1
165,infineon-technologies,Dezember 2021,ich bin schon das dritte Mal während meines Studiums bei Infineon und würde es immer wieder tun,recommended,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,1
166,basf-se,Dezember 2021,"Anspruchsvolle Aufgaben, viel Autonomie, tolles Team",recommended,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,1
167,zalando,Januar 2022,"Top Arbeitgeber, aber verbesserungswürdiger Evaluierungsprozess",recommended,5.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,1
168,vonovia-se,Februar 2022,Digitale Tierhaltung,not_recommended,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0
169,adidas,Dezember 2021,War top,not_recommended,4.0,3.0,1.0,2.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,0
170,airbus,Dezember 2021,Qualität des Praktikum hat duch fehlende Führungskompetenzen gelitten,not_recommended,3.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,0
171,deutsche-telekom,März 2022,Meine 3. Jahre Ausbildung als IT-Systemelektroniker bei der Telekom AG,recommended,,,,,,,,,,,,,1
172,infineon-technologies,Dezember 2021,- viel individuelle Arbeit - teils neue Aufgabenfelder zur Verbesserung der Skills - nette Mitarbeiter,recommended,3.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,2.0,3.0,3.0,1
173,mtuaeroengines,März 2022,sehr schöne Ausbildung mit schlechter Führung.,not_recommended,,,,,,,,,,,,,0
174,mtuaeroengines,März 2022,Arbeitgeber mit tollen Kolleg:innen,recommended,4.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,1
175,mercedes-benz-group,Januar 2022,To9 Unternehmen,recommended,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,1
176,sartorius,Dezember 2021,Sehr gute Ausbildung.,recommended,,,,,,,,,,,,,1
177,deutsche-boerse,Dezember 2021,Kurzfristig top - langfristig flop,not_recommended,4.0,5.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,1.0,4.0,3.0,0
178,mercedes-benz-group,Januar 2022,Ganz gut ja,recommended,3.0,5.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,1
179,brenntag,Juli 2017,"Es wird immer Schlechter, dem Aktionär immer besser!",not_recommended,2.0,1.0,1.0,2.0,2.0,2.0,,2.0,3.0,1.0,2.0,,0
180,muenchener-rueckversicherung,Juni 2018,Gut: 3.85 von 5 Sternen,recommended,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,1
181,zalando,Januar 2022,Schade dass viele gute Leute einfach abgemeldet werden,not_recommended,3.0,4.0,3.0,,2.0,,3.0,,4.0,,,3.0,0
182,bmwgroup,März 2022,Ich bin Ingenieur und u.a. Self-Made-Millionär – so habe ich mich natürlich nicht vorgestellt. Aber damit verbunden sind,not_recommended,4.0,3.0,2.0,3.0,2.0,3.0,4.0,,4.0,1.0,3.0,4.0,0
183,muenchener-rueckversicherung,März 2017,Sehr empfehlenswerter Arbeitgeber,recommended,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,1
184,basf-se,März 2022,E-EDE/LS customer Service Officer,not_recommended,1.0,1.0,5.0,1.0,5.0,1.0,2.0,5.0,1.0,1.0,5.0,2.0,0
185,adidas,August 2020,The internship was below my level of expertise. It was 'sold' to me by telling about very interesting tasks,recommended,2.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,1
186,zalando,Oktober 2021,Nicht gute Arbeit,not_recommended,1.0,3.0,1.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,0
187,linde,Januar 2021,"Hohe Leistungsanforderung,guter Standortleiterzl,leider Jobverlust aufgr. Befr. Arb. Vertrages mit Ende 30.11.20.",recommended,,,,,,,,,5.0,1.0,,5.0,1
188,henkel-aa,November 2020,Tolles Arbeitsklima mit super Weiterbildungsmöglichkeiten!,recommended,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1
189,fresenius-medical-care,Mai 2019,Produktion und Wartung,recommended,3.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,1
190,deutsche-telekom,Mai 2022,"Stell dir vor du lernst 3 Jahre nur Systeme zu bedienen und nichts Inhalts volles, herzlich willkommen bei der Telekom",not_recommended,,,,,,,,,,,,,0
191,linde,November 2021,2-3 Jahre und der Standort wird geschlossen,not_recommended,1.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,0
192,sartorius,April 2021,"Sehr strukturierter Einstellungsprozess, trotz Corona und Videomeetings als Vorstellungsgespräche.",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
193,deutsche-boerse,Oktober 2019,"ich hatte große Hoffnungen, leider eiskalt zerstört",not_recommended,1.0,1.0,1.0,3.0,1.0,,1.0,,2.0,,1.0,,0
194,sartorius,Mai 2021,Fordernd und Fördernd,recommended,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,1
195,porsche-gruppe,März 2021,Bedingungen Top - Inhalte eher so naja..,recommended,3.0,5.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,1
196,mtuaeroengines,März 2022,Sehr guter Arbeitgeber mit interessanten Aufgaben,recommended,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1
197,daimler-truck3,Februar 2022,Man wird nur ausgenutzt,not_recommended,1.0,,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,,0
198,covestro-deutschland3,März 2021,"Ein super Unternehmen.
Klasse Kollegen und nette Vorgesetzte.",recommended,3.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,1
199,pumagroup,Dezember 2018,Schlechtester Arbeitgeber aller Zeiten,not_recommended,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
200,brenntag,April 2022,Köln war schlecht.,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0
201,deutsche-post,April 2022,Durchgangslager,not_recommended,2.0,,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0
202,airbus,November 2021,"Nicht alles ist Gold, was glänzt.",recommended,4.0,3.0,2.0,4.0,3.0,5.0,3.0,4.0,4.0,2.0,3.0,5.0,1
203,deutsche-bank,Januar 2022,Guter Arbeitgeber mit schwankendem Ausblick,not_recommended,3.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,0
204,sartorius,Dezember 2020,Empfehlung mit Einschränkungen,not_recommended,3.0,2.0,5.0,1.0,3.0,5.0,3.0,5.0,3.0,1.0,5.0,3.0,0
205,fresenius-se,März 2022,Gute flexible Arbeitskultur,recommended,5.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,1
206,pumagroup,Juli 2018,Best place to work,recommended,4.0,5.0,4.0,,4.0,,4.0,,,4.0,5.0,5.0,1
207,basf-se,Januar 2022,Der Mensch zählt nicht,not_recommended,4.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,0
208,delivery-hero,Juni 2019,Bester Arbeitgeber!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
209,continental-gruppe,Januar 2022,Exjob,not_recommended,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,0
210,continental-gruppe,Mai 2022,Hervorragender Arbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1
211,siemens,Februar 2022,IT Security Professional,not_recommended,3.0,5.0,1.0,4.0,3.0,5.0,5.0,5.0,2.0,5.0,4.0,3.0,0
212,covestro-deutschland3,Oktober 2021,"Familienfreundlich; für ""New-Comers"" ist einfach verlorene Zeit",not_recommended,2.0,2.0,2.0,1.0,,,1.0,4.0,3.0,3.0,1.0,,0
213,deutsche-bank,Dezember 2021,Toller Arbeitgeber,recommended,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,1
214,sartorius,November 2020,Krisenfeste Firma mit einigen Tücken,recommended,2.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,1
215,deutsche-boerse,Oktober 2019,Goldener Käfig,recommended,3.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,1
216,infineon-technologies,Dezember 2021,Technical exposure: 5/5. Work life balance: 4/5. Facilities: 4/5. Salary: 4/5. People: 5/5. Work satisfaction: 5/5,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,1
217,linde,Januar 2022,"Kein gutes Arbeitsklima, Mobbying ist an der Tagesordnung",not_recommended,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0
218,delivery-hero,Mai 2017,Start-up - was den Sprung zum Mittelständischen Unternehmen verpasst hat,not_recommended,4.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,0
219,porsche-gruppe,November 2021,Freiwilliges Praktikum in der Porsche Beschaffung,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1
220,linde,Oktober 2021,Top Arbeitgeber mit Zukunft,recommended,5.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,1
221,eon,Mai 2022,Sicherer Arbeitsplatz mit wenig Karriere Möglichkeiten,recommended,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,1
222,linde,Dezember 2021,Bewertung meines aktuellen Arbeitgebers,recommended,5.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,2.0,4.0,1
223,bayer,Juli 2021,Top Unternehmen,recommended,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,1
224,porsche-gruppe,April 2021,Mehr Schein als Sein in der neuen Lackiererei,not_recommended,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,0
225,qiagen,April 2017,Schlecht für Teilzeitkräfte,not_recommended,3.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,5.0,0
226,fresenius-medical-care,April 2022,Top Arbeitgeber mit kleinen Makeln,recommended,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,1
227,delivery-hero,September 2015,Definitiv kein Start-up mehr,recommended,3.0,3.0,2.0,3.0,3.0,,4.0,3.0,2.0,1.0,3.0,3.0,1
228,symrise,Juli 2021,kaum zu glauben aber leider wahr,not_recommended,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0
229,continental-gruppe,Februar 2022,"Ausbildung in Ordnung, Alles andere, vor allem danach... katastrophal",not_recommended,,,,,,,,,,,,,0
230,infineon-technologies,Dezember 2021,Overall I believe the internship helped me a lot in my development. I got exposure to the industry and the technologies.,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,1
231,pumagroup,April 2022,Top Arbeitgeber,recommended,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,1
232,sap,April 2022,Familienfreundlicher Arbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
233,mercedes-benz-group,Februar 2022,Hatte schon etliche Arbeitgeber aber dieser ist eindeutig der Beste,recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,1
234,porsche-gruppe,Dezember 2021,Ich bin weg und das ist gut so!,not_recommended,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0
235,volkswagen,April 2022,Bewertung in der TE,recommended,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1
236,sap,April 2022,Guter Arbeitgeber und gute Bezahlung,recommended,3.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,1
237,sap,März 2022,SAP Superarbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
238,linde,Oktober 2021,Schlechter Arbeitgeber,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0
239,mtuaeroengines,März 2022,kununu,recommended,3.0,3.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,1
240,infineon-technologies,Dezember 2021,"Ich bin überaus zufrieden mit meinem Werkstudentenjob, neue Aufgaben und Themen reizen und fordern mich gut heraus.",recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1
241,qiagen,März 2021,Außen Hui innen Doppelpfui,not_recommended,3.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,,2.0,3.0,0
242,hannover-rueckversicherung,April 2021,Mehr kann,recommended,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
243,muenchener-rueckversicherung,Juni 2019,"Die Munich Re ist ein abwechlungsreicher / attraktiver AG, aber Arbeitsschwerpunkte müssen effizienter verteilt werden",recommended,4.0,4.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,4.0,1
244,daimler-truck3,April 2022,Werkstoff- und Prozesstechnik,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
245,siemens,März 2022,Bisher mein bester Arbeitsplatz,recommended,4.0,5.0,2.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,1
246,mercedes-benz-group,Januar 2022,Angemessenes Gehalt,recommended,1.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,5.0,2.0,3.0,1.0,1
247,pumagroup,Mai 2018,Innovation Manager,recommended,4.0,2.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,1
248,vonovia-se,April 2022,Durch Home Office und Gleitzeit optimal für Familie oder Alleinerziehende.,recommended,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,1
249,rwe,Juli 2019,Kein schöner Arbeitsplatz.Ungerechtigkeit und Mobbing,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
250,mercedes-benz-group,Januar 2022,Langweilige Prozess und als Software Ingenieur nicht optimal,not_recommended,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,0
251,henkel-aa,September 2020,"Auch ich bin stolz ein Henkelaner zu sein,",recommended,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1
252,qiagen,Februar 2018,Fürchterliches Management,not_recommended,4.0,1.0,1.0,4.0,1.0,3.0,4.0,3.0,1.0,1.0,2.0,5.0,0
253,mercedes-benz-group,April 2022,Sehr familienfreundlich! Viele Angebote um Familie und Beruf zu verbinden.,recommended,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1
254,mtuaeroengines,März 2022,Guter Arbeitgeber mit Verbesserungsbedarf,not_recommended,3.0,3.0,4.0,3.0,4.0,4.0,2.0,1.0,2.0,4.0,2.0,4.0,0
255,zalando,November 2021,"Persönlich gesehen nicht gut, Sonderbehandlung möglich je nach Job, Mehrarbeit, samstags arbeiten, lange laufwege",not_recommended,1.0,,1.0,,2.0,1.0,2.0,,3.0,,3.0,,0
256,adidas,Juli 2021,Super Team mit guten Vorgesetzten!,recommended,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,1
257,symrise,Januar 2022,Interessante Firma,recommended,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1
258,bmwgroup,April 2022,Besser geht es kaum,recommended,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,1
259,eon,März 2021,Old school I’m neuen Gewand,not_recommended,4.0,5.0,3.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,0
260,porsche-gruppe,Dezember 2021,"Sehr gut, fachlich hätte ich jedoch mehr lernen können.",recommended,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,1
261,continental-gruppe,Januar 2022,Automobilzulieferer,recommended,5.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,1
262,vonovia-se,Mai 2022,Nein danke der Vorgesetzte behält sich so wie um 19.30 Jahr er hat immer Recht und schreit Rum .,not_recommended,1.0,,1.0,1.0,,1.0,2.0,,1.0,1.0,1.0,,0
263,brenntag,Juni 2020,Brenn(rotz),not_recommended,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,0
264,allianz118,Juli 2020,Top Arbeitgeber mit herausfordernden Aufgaben und super Arbeitsklima,recommended,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1
265,hannover-rueckversicherung,Dezember 2021,Top Arbeitgeber,recommended,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1
266,bmwgroup,April 2022,Frei und Fair,recommended,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,1
267,deutsche-bank,Mai 2022,Deutsche Bank als Arbeitgeber,recommended,3.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,1
268,bmwgroup,April 2022,"Arbeitszeiten sehr flexibel, TZ stellen rar",recommended,3.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,1
269,bmwgroup,April 2022,Guter Lohn für faire Arbeit,recommended,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,1
270,deutsche-post,April 2022,Als Arbeitgeber noch viel Luft nach oben,not_recommended,3.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,0
271,henkel-aa,März 2021,"Nettes Team, fantastischer Support, vielfältige Weiterentwicklungsmöglichkeiten",recommended,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,1
272,hellofresh,Dezember 2017,Inspiring international working environment,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,1
273,continental-gruppe,Februar 2022,Guter Arbeitgeber und Global Player,recommended,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,1
274,linde,April 2022,Servicegedanke bei HR fehlt,not_recommended,2.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,0
275,sartorius,Januar 2022,Entspanntes Arbeitsumfeld und zugleich herausfordernd,recommended,3.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,1
276,continental-gruppe,April 2022,"Sicher, aber ohne Wertschätzung für High Performer",recommended,2.0,3.0,3.0,1.0,3.0,4.0,5.0,3.0,2.0,1.0,4.0,3.0,1
277,brenntag,Februar 2021,"Wenn man einen Job will wo man Jahre das gleiche macht,keine Entwicklungsmöglichkeiten brauch, in Ordnung.Sonst No-go",not_recommended,2.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,0
278,basf-se,Oktober 2021,Recruiting,not_recommended,4.0,2.0,3.0,2.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,0
279,siemens,April 2022,Ein schrumpfender Konzern mit immer weniger Entwicklungsmöglichkeiten in Deutschland,recommended,3.0,3.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,5.0,4.0,1
280,sartorius,April 2022,"Sehr sozialer Arbeitgeber, sowohl für Angestellte als auch Zeitarbeiter",recommended,3.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,1
281,linde,Mai 2020,Voller Elan bei Einstellung - jetzt Innerliche Kündigung bei Vielen,not_recommended,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
282,hannover-rueckversicherung,August 2017,Toller Arbeitgeber (meistens),recommended,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,1
283,sartorius,Juli 2020,Sartorius,recommended,3.0,2.0,3.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,1
284,muenchener-rueckversicherung,Oktober 2018,Global ist alles,not_recommended,,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,0
285,deutsche-boerse,Januar 2018,"Modern nach aussen, outdated nach innen",not_recommended,3.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,0
286,rwe,März 2019,Mein Leben bei RWE,recommended,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1
287,deutsche-boerse,April 2020,Sehr zufrieden,recommended,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,3.0,1
288,porsche-gruppe,November 2021,Porsche ist alles andere als altbacken,recommended,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,1
289,zalando,März 2021,"Schlechte Führungskräfte, austauschbare Angestellte",not_recommended,,,,,1.0,,4.0,,,,,,0
290,adidas,Juli 2021,Miserable Führungskultur,not_recommended,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,0
291,bayer,Mai 2021,Bayer ist top (und kaum jemand weiss es;),recommended,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1
292,mtuaeroengines,April 2022,Top Arbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
293,volkswagen,April 2022,Sehr guter Arbeitgeber mit kleinen Einschränkungen,recommended,5.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1
294,adidas,Dezember 2021,"Es war mega gut,die Atmosphäre und das Kollegium war genial, alle haben mir geholfen wenn ich hilfe brauchte.",recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,1
295,symrise,November 2020,Ein Unternehmen mit vielseitigen Karrieremöglichkeiten in einer interessanten Branche,recommended,4.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,1
296,porsche-gruppe,April 2021,Scheinheiligkeit...,not_recommended,5.0,1.0,1.0,5.0,3.0,,2.0,3.0,4.0,1.0,4.0,5.0,0
297,deutsche-post,April 2022,Seit 22 Jahren dabei...,not_recommended,4.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,0
298,bayer,Februar 2022,"Arbeitgeber, der seinen Ruf von vor 20 Jahren nicht mehr gerecht wird.",not_recommended,2.0,5.0,1.0,3.0,1.0,3.0,4.0,2.0,4.0,2.0,3.0,1.0,0
299,symrise,Juni 2018,Die Ausbildung hat mir sehr viel Spass gemacht. Der ergänzende Werksunterricht war auch super!,recommended,,,,,,,,,,,,,1
300,fresenius-medical-care,Oktober 2018,Mangelhafte Kommunikation und wenig (abwechslungsreiche) Aufgaben,not_recommended,1.0,,2.0,4.0,5.0,,2.0,,2.0,3.0,4.0,3.0,0
301,symrise,März 2019,"Große Show nach außen für die Investoren, aber die eigenen Mitarbeiter werden nicht als wichtig angesehen",not_recommended,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,0
302,fresenius-se,Dezember 2021,Sehr gut,recommended,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,1
303,covestro-deutschland3,April 2021,Ich bin sehr zufrieden,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,1
304,muenchener-rueckversicherung,Juli 2018,Sehr gut: 4 von 5 Sternen,recommended,3.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,1.0,2.0,5.0,5.0,1
305,henkel-aa,November 2021,"Globale Firma, spannende Aufgaben, viel Gestaltungsspielraum",recommended,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,1
