,employer,record_date,comment,overall_result,interesting_tasks,equality,communication,working_conditions,supervisor_behavior,dealing_w_older_colleagues,colleague_cohesion,environmental_social awareness,salary_benefits,career_training,work_life_balance,image
162,airbus,Februar 2021,"Was soll man da für eine Überschrift wählen...
Macht doch keinen Sinn..",not_recommended,4.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,3.0
163,airbus,Februar 2021,Ich arbeite sehr gerne bei der Airbus Bank,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
164,airbus,Februar 2021,"Dank eines kompetenten Betriebsrats, werden die Arbeitnehmerinteressen sehr gut vertreten.",recommended,5.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
165,airbus,Februar 2021,Toller Arbeitgeber!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0
166,airbus,Februar 2021,Auf jetzige vorgesetzte kann man verzichten,recommended,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0
167,airbus,Februar 2021,"In den Burnout getrieben, danach fristlose Kündigung",not_recommended,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,4.0,2.0,3.0,3.0
168,airbus,Januar 2021,War damals schön.,not_recommended,4.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,5.0,1.0,4.0,1.0
169,airbus,Januar 2021,Kein Homeoffice,not_recommended,2.0,2.0,3.0,1.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,2.0
170,airbus,Januar 2021,"Ein Konzern halt, mit allen Vor- und Nachteilen",recommended,5.0,5.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0
171,airbus,Januar 2021,Interessante Tätigkeiten gehemmt durch Bürokratiemonster,recommended,5.0,4.0,3.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0
172,airbus,Januar 2021,Grottig,not_recommended,3.0,5.0,2.0,3.0,1.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0
173,airbus,Januar 2021,Traumjob,recommended,3.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0
174,airbus,Dezember 2020,individuelle subjektive Einschätzung,not_recommended,4.0,5.0,2.0,4.0,2.0,5.0,3.0,3.0,5.0,3.0,5.0,3.0
175,airbus,November 2020,So lala,recommended,4.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0
176,airbus,November 2020,"Guter Arbeitgeber, allerdings durch Corona stark getroffen.
Bewertungen stark Bereichs/Abteilungsabhängig",recommended,5.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0
177,airbus,November 2020,Gute Branche - Wachsender Frust,not_recommended,4.0,4.0,2.0,4.0,2.0,4.0,3.0,5.0,5.0,3.0,3.0,2.0
178,airbus,November 2020,"Auf jeden Fall weiterzuempfehlen, tolle Firma",recommended,,,,,,,,,,,,
179,airbus,November 2020,Im Wandel! Es kann was Innovatives werden!,recommended,5.0,3.0,3.0,5.0,2.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0
180,allianz118,April 2022,"Allianz SE ist mein 3. Arbeitgeber & der beste hinsichtlich Vereinbarkeit von Familie, Work-Life Balance & Vergütung.",recommended,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0
181,allianz118,April 2022,"Gute Firma, (neue) Führungskräfte und Umgang mit Mitarbeiter schlecht.",not_recommended,4.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0
182,allianz118,April 2022,Krisensicher und Familienfreundlich!,recommended,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,5.0
183,allianz118,November 2021,"Internationales Arbeitsumfeld, vielfältige Entwicklungsmöglichkeiten, zahlreiche Benefits, hohe Flexibilität - Top!",recommended,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
184,allianz118,September 2021,Macht Spaß hier zu arbeiten,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
185,allianz118,Juli 2020,Top Arbeitgeber mit herausfordernden Aufgaben und super Arbeitsklima,recommended,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0
186,allianz118,Mai 2019,Flexible Arbeitszeiten und Kinderbetreuung,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0
187,allianz118,April 2018,Leider sehr launische/zickige Kolleginnen im Senior Recruiting in Group HR der Allianz SE,not_recommended,2.0,4.0,1.0,5.0,2.0,4.0,1.0,5.0,3.0,3.0,3.0,3.0
188,allianz118,November 2017,"Ein straff geführtes Unternehmen ohne Vertrauen in die eigenen Mitarbeiter, die ständig dreifach...",not_recommended,2.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,3.0,4.0
189,allianz118,Juli 2017,Grenzwertig,not_recommended,5.0,4.0,3.0,2.0,1.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0
190,allianz118,Juli 2017,Praktikum im COO Office nicht zu empfehlen,not_recommended,4.0,1.0,4.0,4.0,1.0,5.0,3.0,2.0,2.0,2.0,3.0,2.0
191,basf-se,Mai 2022,Unfaire Bezahlung für viel Arbeit und Druck,not_recommended,,,2.0,,,,2.0,,1.0,,2.0,
192,basf-se,Mai 2022,Sehr niedriges Gehalt (-). flexibel / mobiles Arbeiten (+) - insgesamt nicht zu empfehlen,not_recommended,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0
193,basf-se,Mai 2022,Familienfreundlich und flexibel,recommended,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0
194,basf-se,April 2022,Künstlich knapp,not_recommended,3.0,3.0,1.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,2.0
195,basf-se,April 2022,Vor- und Nachteile,not_recommended,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0
196,basf-se,April 2022,Flexibel und familienfreundlich,recommended,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0
197,basf-se,April 2022,Guter Arbeitgeber,recommended,4.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,,4.0
198,basf-se,April 2022,Gut aber hohe Auslastung,recommended,5.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0
199,basf-se,April 2022,Immer ein offenes Ohr für familiäre Probleme,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
200,basf-se,April 2022,Sehr familienfreundlich,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,,5.0
201,basf-se,April 2022,Bietet viel für Familien,recommended,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0
202,basf-se,April 2022,In Ordnung,recommended,5.0,1.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0
203,basf-se,April 2022,Sehr hohe Belastung,not_recommended,4.0,3.0,2.0,3.0,4.0,5.0,3.0,2.0,4.0,2.0,3.0,4.0
204,basf-se,April 2022,Sehr gut!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0
205,basf-se,April 2022,"Bestens, weiter so!",recommended,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
206,basf-se,April 2022,Der Beste Arbeitgeber den es gibt,recommended,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
207,basf-se,März 2022,Fast alles prima...,not_recommended,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0
208,basf-se,März 2022,An employer that doesn't care at all about the employees,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
209,basf-se,März 2022,Project Engineering Manager,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0
210,basf-se,März 2022,Ausbau fähig,recommended,3.0,3.0,3.0,5.0,3.0,3.0,5.0,2.0,2.0,2.0,3.0,4.0
211,basf-se,März 2022,Maximale Ausbeutung,not_recommended,1.0,5.0,1.0,,1.0,1.0,1.0,5.0,1.0,,1.0,
212,basf-se,März 2022,E-EDE/LS customer Service Officer,not_recommended,1.0,1.0,5.0,1.0,5.0,1.0,2.0,5.0,1.0,1.0,5.0,2.0
213,basf-se,März 2022,"Very positive environment, kind and supportive management, but complex and bureaucratic HR rules",recommended,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0
214,basf-se,März 2022,Geregelte Arbeitszeit und tolle Kollegen,recommended,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
215,basf-se,Februar 2022,Spart am Mitarbeiter wo es nur geht,not_recommended,5.0,5.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
216,basf-se,Januar 2022,Knochenjob Produktion,not_recommended,4.0,4.0,4.0,3.0,2.0,5.0,4.0,2.0,3.0,2.0,3.0,4.0
217,basf-se,Januar 2022,Guter Arbeitgeber,recommended,,,,,,,,,,,,
218,basf-se,Januar 2022,Gute Erfahrungen mit diesem Betrieb,recommended,,,,,,,,,,,,
219,basf-se,Januar 2022,Der Mensch zählt nicht,not_recommended,4.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0
220,basf-se,Januar 2022,Toller Arbeitgeber mit spannenden Zukunftsthemen,recommended,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
221,basf-se,Januar 2022,Es ist nicht alles Gold was glänzt,recommended,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0
222,basf-se,Januar 2022,Bachelorarbeit,recommended,4.0,5.0,4.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,3.0,4.0
223,basf-se,Januar 2022,Super!,recommended,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,2.0,4.0,3.0,5.0
224,basf-se,Januar 2022,Sehr angenehme Arbeitsklima. Auf Sicherheit wird sehr viel wert gelegt.,recommended,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0
225,basf-se,Januar 2022,Schlechte Planung und Teamführung,not_recommended,2.0,1.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0
226,basf-se,Januar 2022,"Super Arbeitgeber, tolle Führungskultur",recommended,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0
227,basf-se,Januar 2022,Wenig Geld für viel Stress,recommended,5.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0
228,basf-se,Januar 2022,Insgesamt guter und sicherer Arbeitgeber mit fairem Gehalt,recommended,5.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0
229,basf-se,Januar 2022,Chemikant,recommended,5.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0
230,basf-se,Januar 2022,"Wer hier anfängt ist verzweifelt, wer hier bleibt ist gescheitert!",not_recommended,5.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0
231,basf-se,Januar 2022,Kein Job für die Ewigkeit,not_recommended,5.0,2.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0
232,basf-se,Januar 2022,Guter Arbeitgeber,recommended,4.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0
233,basf-se,Januar 2022,Zukunftsorientiert und überragende Konditionen,recommended,,,,,,,,,,,,
234,basf-se,Januar 2022,"Ein wirklicher spitzenarbeitgeber! Arbeitsmoral, Arbeitszeit, Klima in den Betrieben ist einfach nur sehr gut!",recommended,5.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
235,basf-se,Januar 2022,Work Life Balance,recommended,,5.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0
236,basf-se,Dezember 2021,Ist okay,not_recommended,4.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0
237,basf-se,Dezember 2021,Schlechte Konditionen & Atmosphäre bei unangemessenen Anforderungen,not_recommended,1.0,1.0,1.0,1.0,3.0,,3.0,2.0,4.0,4.0,3.0,2.0
238,basf-se,Dezember 2021,Meine Anilin,recommended,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
239,basf-se,Dezember 2021,Mittlerweile Mittelmaß,recommended,5.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0
240,basf-se,Dezember 2021,Laborarbeit wird leider nicht wertgeschätzt,recommended,4.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0
241,basf-se,Dezember 2021,Bester Arbeitgeber/Job den ich je hatte,recommended,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0
242,basf-se,Dezember 2021,"Anspruchsvolle Aufgaben, viel Autonomie, tolles Team",recommended,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0
243,basf-se,Dezember 2021,Alles super,not_recommended,3.0,1.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0
244,basf-se,Dezember 2021,Alles super,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
245,basf-se,Dezember 2021,5/10,recommended,2.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,,5.0,5.0,3.0
246,basf-se,Dezember 2021,"Mein Praktikum war gut, ich habe vieles gelernt. Aber in einigen Punkten gibt es Verbesserungsbedarf.",not_recommended,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,,4.0,4.0,3.0
247,basf-se,Dezember 2021,Professional aber leider zu wenig Geld,not_recommended,3.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,,1.0,5.0,4.0
248,basf-se,Dezember 2021,Stress - der ständiger Begleiter,recommended,1.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0
249,basf-se,Dezember 2021,"Gut: 3,8 von 5 Sternen",recommended,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,2.0,4.0,4.0
250,basf-se,Dezember 2021,Sehr gut,recommended,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0
251,basf-se,Dezember 2021,Höhen und Tiefen,recommended,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0
252,basf-se,Dezember 2021,"I worked on 3 projects in the disruptive innovation space, overall my team was completely satisfied with my performance",recommended,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0
253,basf-se,November 2021,Gute Entwicklung,recommended,3.0,4.0,4.0,3.0,3.0,3.0,5.0,2.0,5.0,3.0,5.0,5.0
254,basf-se,November 2021,Nicht zu empfehlen!,not_recommended,,4.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0
255,basf-se,November 2021,Nicht zu empfehlen,not_recommended,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,
256,basf-se,November 2021,Großer Konzern mit allen Facetten der Arbeitswelt. Von trägen Prozessen bis innovativem Lösungen ist alles vorhanden.,recommended,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0
257,basf-se,November 2021,Ein Wandel ist dringend erforderlich,recommended,3.0,4.0,4.0,2.0,1.0,4.0,4.0,2.0,3.0,1.0,3.0,4.0
258,basf-se,November 2021,Top Unternehmen,recommended,4.0,,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
259,basf-se,November 2021,"Der große Arbeitgeber, der im Kopf umsetzt aber die direkten Vorgesetzen komplett Versagen",not_recommended,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0
260,basf-se,November 2021,"BASF ist Top-Arbeitgeber. Das Familäre ist nicht mehr, wie es früher war.",recommended,4.0,3.0,4.0,4.0,3.0,5.0,5.0,,5.0,4.0,5.0,4.0
261,basf-se,November 2021,Keine Gleichbehandlung fast kriminell aus unterstützer von Zeitarbeitsfirmen!!,not_recommended,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
262,basf-se,November 2021,Als Neuling ist man verloren ohne Ansprechpartner,not_recommended,,,,2.0,3.0,,5.0,,4.0,,3.0,
263,basf-se,November 2021,Work Life Balance sehr gut. Gehalt wenig,not_recommended,2.0,5.0,4.0,4.0,4.0,4.0,3.0,,4.0,5.0,5.0,4.0
264,basf-se,November 2021,"Tolle Zusammenarbeit und berufliche Entwicklungsmöglichkeiten, leider zu wenig Gehalt!!!",recommended,3.0,5.0,4.0,5.0,1.0,5.0,5.0,4.0,5.0,3.0,5.0,2.0
265,basf-se,November 2021,Leider ist nicht zu empfehlen.,not_recommended,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0
266,basf-se,November 2021,Ingenieur im Engineering,recommended,4.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,
267,basf-se,November 2021,Wirklich ein super Arbeitgeber,recommended,5.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0
268,basf-se,November 2021,Ein träger Riese mit Führungsproblem,not_recommended,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0
269,basf-se,November 2021,"BASF BERLIN, Not recommend! Others except here!",not_recommended,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0
270,basf-se,Oktober 2021,Basf ist einer der besten Arbeitgeber,recommended,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0
271,basf-se,Oktober 2021,Angenehmer Arbeitsplatz mit weniger Verantwortung und Vorgehensweise,recommended,2.0,5.0,5.0,4.0,5.0,5.0,5.0,,4.0,3.0,4.0,5.0
272,basf-se,Oktober 2021,Diszipliniert und qualitativ die Ausbildung hat viele Vorteile aber auch Nachteile.,recommended,,,,,,,,,,,,
273,basf-se,Oktober 2021,Spannend und herausfordernd,recommended,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
274,basf-se,Oktober 2021,Recruiting,not_recommended,4.0,2.0,3.0,2.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0
275,basf-se,Oktober 2021,"Auf dem Papier ist alles Perfekt, aber in der realen Welt sieht es anders aus.",not_recommended,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0
276,basf-se,Oktober 2021,no-go for competent international r&d personnel,not_recommended,1.0,,,,4.0,,2.0,,3.0,1.0,4.0,
277,basf-se,Oktober 2021,Für immer BASF,recommended,3.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0
278,basf-se,Oktober 2021,Führungskräfte müssen noch vieeel lernen,recommended,4.0,4.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0
279,basf-se,Oktober 2021,Idealer Berufseinstieg,recommended,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,4.0
280,basf-se,Oktober 2021,Guter Start ins Berufsleben,recommended,5.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0
281,bayer,April 2022,Fair und sozial,recommended,2.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0
282,bayer,April 2022,Flexibilität ist gegeben,recommended,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0
283,bayer,April 2022,"Sozialer Arbeitgeber, guter Umgang miteinander",recommended,4.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0
284,bayer,April 2022,Die Familie steht an erster Stelle,recommended,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0
285,bayer,April 2022,"Sehr gutes Unternehmen bzgl. Arbeitszeit, Sozialleistungen und Vereinbarkeit mit Beruf und Familie",recommended,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
286,bayer,April 2022,Familienfreundliches Unternehmen,recommended,5.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,4.0,4.0
287,bayer,April 2022,Super Arbeitgeber mit tollen Klima,recommended,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0
288,bayer,April 2022,Gute und flexible Arbeitsbedingungen mit Blick auf Sicherheit und Gesundheit,recommended,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0
289,bayer,April 2022,Sehr Zukunftsorientiert mit guten Perspektiven.,recommended,5.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0
290,bayer,März 2022,Mehr Schein als Sein,not_recommended,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,2.0
291,bayer,März 2022,Schlimmste Erfahrung,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0
292,bayer,März 2022,"Toxische Arbeitsatmosphäre, keine Perspektive - unmögliche Arbeitsanforderungen",not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,1.0,2.0,2.0
293,bayer,März 2022,Bayer ist ein toller Arbeitgeber!,recommended,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
294,bayer,März 2022,Hier kann man es gut aushalten :-),recommended,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0
295,bayer,Februar 2022,"Arbeitgeber, der seinen Ruf von vor 20 Jahren nicht mehr gerecht wird.",not_recommended,2.0,5.0,1.0,3.0,1.0,3.0,4.0,2.0,4.0,2.0,3.0,1.0
296,bayer,Februar 2022,Top-Arbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
297,bayer,Februar 2022,Eine Ausbildung bei Bayer AG zum Lagerlogistiker wärend Covid-19,recommended,,,,,,,,,,,,
298,bayer,Februar 2022,"Zeitgemäßer Arbeitgeber, der viel für seine Mitarbeiter in allen Bereichen bietet. Führungsebene auf Augenhöhe.",recommended,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0
299,bayer,Januar 2022,Interessanter Job in einem ständig wechselnden Unternehmensumfeld,recommended,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0
300,bayer,Januar 2022,Hohe soziale Sicherheit in einem kollegialen und innovativen Umfeld.,recommended,5.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0
301,bayer,Januar 2022,"Top Arbeitgeber! Freundlicher Umgang, gute Einarbeitung, schöner Arbeitsplatz!",recommended,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
302,bayer,Januar 2022,"Sehr gute Bezahlung, gute Sozialleistungen, aber schlechte Kommunikation bei Abteilungsumstrukturierungen",recommended,4.0,5.0,2.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0
303,bayer,Januar 2022,Sehr fairer Arbeitgeber im Wandel mit typischen Konzern Up- & Downsides,recommended,5.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,2.0
304,bayer,Januar 2022,Sehr gutes duales Studium,recommended,,,,,,,,,,,,
305,bayer,Januar 2022,"Gehalt top, Gesundheit geht kaputt",recommended,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0
306,bayer,Januar 2022,"zuverlässig, flexibel, sozial, fürsorglich",recommended,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0
307,bayer,Januar 2022,Manager in der Qualitätssicherung,recommended,3.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0
308,bayer,Januar 2022,Und langsam geht's bergab.,recommended,3.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,2.0
309,bayer,Januar 2022,"Harmonisches, teamfähiges Unternehmen",recommended,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0
310,bayer,Dezember 2021,guter Arbeitgeber,recommended,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
311,bayer,Dezember 2021,Cool,recommended,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,2.0,3.0,4.0
312,bayer,Dezember 2021,Super Erfahrung sehr nettes Team,recommended,4.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,,3.0,5.0,4.0
313,bayer,Dezember 2021,Gut,recommended,5.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,,4.0,5.0,5.0
314,bayer,Dezember 2021,"Interessant, neue EInblicke, nette Kollegen",recommended,4.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0
315,bayer,Dezember 2021,still in the first phase,not_recommended,3.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,2.0
316,bayer,Dezember 2021,8/10 I would like to have more things assigned to me,recommended,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0
317,bayer,Dezember 2021,"Bayer ist ein sehr guter Betrieb, bei dem man sich als Praktikant sehr gut aufgehoben fühlt.",recommended,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0
318,bayer,Dezember 2021,Ok. Arbeitsabläufe waren teilweise aufgrund ausgeliehener Mitarbeiter langsam.,recommended,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
319,bayer,Dezember 2021,"Sehr hilfreich, viel gelernt, tolle Kollegen",recommended,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0
320,bayer,Dezember 2021,sehr sehr gut,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
321,bayer,November 2021,"Karriere bei Bayer? Schlecht, wenn Du männlich, weiß und heterosexuell bist",not_recommended,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,3.0,1.0
322,bayer,November 2021,"Eine top Firma, familienorientiert, pünktliche bezahlung, super Leistung im firmenbereich",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
323,bayer,November 2021,Viele Möglichkeiten zur Weiterentwicklung,recommended,4.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,4.0
