,employer,record_date,comment,overall_result,interesting_tasks,equality,communication,working_conditions,supervisor_behavior,dealing_w_older_colleagues,colleague_cohesion,environmental_social awareness,salary_benefits,career_training,work_life_balance,image,overall_number
154,vonovia-se,April 2022,Durch Home Office und Gleitzeit optimal für Familie oder Alleinerziehende.,recommended,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,1
155,deutsche-boerse,November 2019,Tolle Work-Life-Balance. Der Austausch unter den Kollegen ist super. Das Gehalt stimmt und die sozialen Bedingungen auch,recommended,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1
156,mercedes-benz-group,Januar 2022,Das Unternehmen schafft sich selber ab.,not_recommended,1.0,5.0,2.0,3.0,1.0,5.0,2.0,4.0,3.0,1.0,3.0,3.0,0
157,merckaa,September 2021,Gute Ideen - starres Management,recommended,3.0,4.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,4.0,1
158,airbus,Dezember 2021,Sehr gut,recommended,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,1
159,hannover-rueckversicherung,März 2021,Sehr guter Arbeitgeber mit guter Atmosphäre,recommended,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,1
160,bayer,November 2021,"Eine top Firma, familienorientiert, pünktliche bezahlung, super Leistung im firmenbereich",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
161,qiagen,Januar 2022,Flache Hierarchien und gutes Miteinander Relativ geringe Gehaltssteigerung,recommended,4.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,1
162,henkel-aa,März 2021,Jahrelange Zugehörigkeit lohnt sich letzendlich,not_recommended,5.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,0
163,deutsche-bank,April 2022,Ein Ort zum Krank werden,not_recommended,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,0
164,vonovia-se,September 2021,Arbeiten in Hannover,recommended,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
165,bmwgroup,März 2022,"schlechte Bezahlung, massive Überstunden, wenig Urlaubsanspruch",not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0
166,sartorius,Juli 2021,"IG Chemie, das Rundum Sorglos Paket",recommended,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,1
167,pumagroup,Mai 2019,Super Arbeitsatmosphäre :),recommended,5.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,1
168,rwe,Mai 2019,Tendenz zu TOPP,recommended,5.0,5.0,3.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,1
169,mercedes-benz-group,Januar 2022,Mercedes Benz,recommended,,,,,,,,,,,,,1
170,linde,April 2021,Achtung. Leider mehr Schein als Sein!,not_recommended,1.0,1.0,1.0,5.0,1.0,3.0,1.0,,3.0,1.0,1.0,2.0,0
171,zalando,September 2021,Mega Opportunity,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1
172,deutsche-boerse,März 2021,"Ein guter Arbeitgeber, auch in Krisenzeiten",recommended,2.0,3.0,3.0,3.0,4.0,,5.0,,,,4.0,,1
173,vonovia-se,September 2021,Hannover - Effektive Kostenreduzierung,recommended,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1
174,henkel-aa,Januar 2022,Gute Ausbildung viel Eigenverantwortung,not_recommended,,,,,,,,,,,,,0
175,pumagroup,April 2019,Macht Spass.,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1
176,basf-se,Dezember 2021,Schlechte Konditionen & Atmosphäre bei unangemessenen Anforderungen,not_recommended,1.0,1.0,1.0,1.0,3.0,,3.0,2.0,4.0,4.0,3.0,2.0,0
177,covestro-deutschland3,Juli 2020,Ein sehr lehrreiches Praktikum mit spannende Einblicke in die Industrie.,recommended,4.0,,3.0,5.0,4.0,,5.0,4.0,4.0,,5.0,5.0,1
178,volkswagen,Dezember 2021,Der beste Arbeitsplatz der Welt mit Einschränkungen,recommended,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1
179,deutsche-boerse,August 2018,Interessanter internationaler Arbeitgeber mit guten Sozialleistungen in wechselhaftem Arbeitsumfeld.,recommended,4.0,5.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,1
180,deutsche-post,April 2022,"Deutsche Post AG Traum oder doch Albtraum? Finde es selbst heraus anhand meiner aufrichtigen, ehrlichen Bewertung.",not_recommended,1.0,5.0,3.0,2.0,4.0,3.0,4.0,5.0,2.0,,2.0,4.0,0
181,qiagen,Januar 2020,Ich wünsche mir mehr Sicherheit.,recommended,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,1
182,hannover-rueckversicherung,April 2018,Business as usual every day,not_recommended,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,0
183,brenntag,März 2021,Hab viel negatives erlebt. Es zu gibt sehr viel zu bessern.,not_recommended,3.0,,1.0,1.0,1.0,2.0,2.0,,2.0,,4.0,3.0,0
184,henkel-aa,März 2022,Erstklassiges Praktikum!,recommended,5.0,5.0,3.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,1
185,hellofresh,März 2022,Ungenügend,not_recommended,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,2.0,0
186,mercedes-benz-group,April 2022,"Eigentlich ganz ok, aber oft mehr Schein als sein",recommended,3.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1
187,airbus,Oktober 2021,super zufrieden,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1
188,linde,Oktober 2020,"Linde Gas, für Arbeitnehmer leider auf dem absteigenden Ast.",not_recommended,3.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,0
189,siemens,April 2022,wir sind eine grosse Familie,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,1
190,deutsche-bank,Dezember 2021,Verbesserungspotential extrem groß - ist milde ausgedrückt,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
191,porsche-gruppe,April 2022,Alles hat seinen Preis: Gutes Gehalt und guter Arbeitgeber für hohen Einsatz und hohe Arbeitsbelastung.,recommended,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,4.0,1
192,fresenius-se,August 2019,"Nur so, alles in allem ganz okay",recommended,3.0,2.0,5.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,5.0,2.0,1
193,siemens,Januar 2022,Toller Arbeitgeber und tolles Team!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1
194,basf-se,Dezember 2021,Professional aber leider zu wenig Geld,not_recommended,3.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,,1.0,5.0,4.0,0
195,qiagen,Februar 2017,"Nach außen Hui, innen nur...",not_recommended,4.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,0
196,qiagen,März 2019,Flache Hierarchien,recommended,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,1
197,infineon-technologies,Dezember 2021,Sehr gute Erfahrung. Verschiedene Aufgabenbereiche. Gut im Geschehen integriert,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,1
198,delivery-hero,Oktober 2021,Wundervolles Arbeitsumfeld,recommended,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0,5.0,1
199,continental-gruppe,Mai 2022,Hervorragender Arbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1
200,vonovia-se,Januar 2022,Naja...,not_recommended,4.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,0
201,bmwgroup,Mai 2022,Besser geht´s nicht! :-),recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1
202,daimler-truck3,Juli 2021,Immer wieder gerne,recommended,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,1
203,volkswagen,September 2021,Die alte Kultur der Angst ist zurück,not_recommended,2.0,2.0,4.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,1.0,0
204,basf-se,Oktober 2021,Für immer BASF,recommended,3.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,1
205,delivery-hero,September 2018,stets unsicher,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
206,merckaa,November 2020,Nach 33 Berufsjahren: Die Merck KgaA ist der beste Arbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
207,pumagroup,Oktober 2021,"Die slogan mit denen beworben wird, werden nicht gelebt",not_recommended,4.0,2.0,5.0,2.0,4.0,1.0,5.0,2.0,5.0,5.0,4.0,3.0,0
208,rwe,August 2020,Top Umfeld,recommended,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,1
209,deutsche-bank,April 2021,"Home Office, flexible Arbeitszeiten, Teilzeitarbeit gut möglich etc.",recommended,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,1
210,siemens,Februar 2022,Siemens AG - GS SCM,recommended,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,1
211,rwe,Dezember 2019,Großer Umbruch mit riesigem Potential,recommended,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1
212,symrise,März 2019,"Große Show nach außen für die Investoren, aber die eigenen Mitarbeiter werden nicht als wichtig angesehen",not_recommended,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,0
213,zalando,Mai 2022,Die Outlets sind eine Katastrophe!,not_recommended,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,0
214,linde,Mai 2020,Voller Elan bei Einstellung - jetzt Innerliche Kündigung bei Vielen,not_recommended,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
215,airbus,Dezember 2021,"Furchtbares Management, schlechte Organisation",not_recommended,3.0,1.0,3.0,4.0,4.0,4.0,3.0,1.0,5.0,,5.0,3.0,0
216,bayer,April 2021,Medical Governance Officer,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
217,hellofresh,Oktober 2018,HelloFresh Erfahrung,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,1
218,merckaa,April 2021,Die Familienfreundlichkeit hängt von der Abteilung ab,not_recommended,4.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,4.0,2.0,4.0,0
219,sap,April 2022,Abwechslungsreiche und spannenden Aufgaben,recommended,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,1
220,deutsche-bank,Mai 2020,Viel Schönes dabei,recommended,5.0,5.0,3.0,4.0,2.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,1
221,mtuaeroengines,März 2022,"Super Arbeitgeber, tolle Kollegen",recommended,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,1
222,adidas,Oktober 2021,"Sehr anstrengend, wenig geld",not_recommended,4.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,1.0,2.0,0
223,mtuaeroengines,März 2022,Im Grunde gut mit Luft nach oben in einigen Bereichen.,recommended,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,1
224,bayer,April 2021,Der Familienfreundlichste Arbeitgeber Deutschlands,recommended,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,1
225,muenchener-rueckversicherung,November 2019,Guter Arbeitgeber mit guten Leistungen,recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,1
226,infineon-technologies,Dezember 2021,I have started about 2 months ago and have learned a lot meanwhile,recommended,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,1
227,infineon-technologies,Dezember 2021,Kollegen und Werkstudenten sind nett und hilfsbereit. Die Aufgaben sind manchmal ein wenig eintönig.,recommended,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,4.0,1
228,sap,Januar 2022,Führungslos,recommended,4.0,4.0,2.0,5.0,1.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,1
229,volkswagen,November 2021,Sehr Guter Konzernarbeitsplatz mit vielfältigen Entwicklungsmöglichkeiten,recommended,,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1
230,eon,November 2021,Ein gutes Arbeitsverhältnis.,recommended,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,2.0,3.0,3.0,4.0,1
231,covestro-deutschland3,November 2020,Unternehmenskultur wird in Brunsbüttel leider nicht gelebt.,not_recommended,3.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,1.0,2.0,2.0,,0
232,covestro-deutschland3,September 2021,Aussen Hui …innen …… selbe alte „Bruderschaften“,not_recommended,5.0,3.0,5.0,4.0,1.0,2.0,5.0,2.0,3.0,4.0,2.0,1.0,0
233,basf-se,Januar 2022,Chemikant,recommended,5.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,1
234,linde,Februar 2020,"Ein Unternehmen, viele Möglichkeiten",recommended,5.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,1
235,siemens,April 2022,Guter Arbeitgeber mit vielen Entwicklungsmöglichkeiten,recommended,3.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,1
236,volkswagen,August 2021,Behörde mit hohem Gehalt,not_recommended,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,0
237,sartorius,Mai 2020,Ausbildung und duales Studium bei Sartorius,recommended,,,,,,,,,,,,,1
238,covestro-deutschland3,Januar 2020,Entstanden aus einem erzkonservativen Unternehmen; Entwicklung zu einem modernen Konzern,recommended,4.0,5.0,4.0,4.0,,4.0,5.0,5.0,4.0,5.0,5.0,4.0,1
239,muenchener-rueckversicherung,Juli 2018,Sehr gut: 4 von 5 Sternen,recommended,3.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,1.0,2.0,5.0,5.0,1
240,pumagroup,Juni 2018,Top Arbeitgeber - besser geht es nicht!,recommended,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1
241,deutsche-post,April 2022,Knochenjob ohne Wertschätzung,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
242,deutsche-bank,Januar 2022,"HR findet Gründe, Personen gezielt raus zu ekeln. Massenhaftes Phänomen.",not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0
243,adidas,Juli 2021,Super Team mit guten Vorgesetzten!,recommended,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,1
244,deutsche-post,April 2022,Bewertung,not_recommended,3.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,0
245,merckaa,Juli 2020,Top Arbeitgeber,recommended,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1
246,linde,Januar 2021,"Hohe Leistungsanforderung,guter Standortleiterzl,leider Jobverlust aufgr. Befr. Arb. Vertrages mit Ende 30.11.20.",recommended,,,,,,,,,5.0,1.0,,5.0,1
247,merckaa,März 2022,Mehr Schein als Sein,not_recommended,3.0,2.0,1.0,2.0,1.0,,3.0,5.0,3.0,1.0,3.0,2.0,0
248,merckaa,Oktober 2020,Man ist nur eine Zahl,not_recommended,2.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,0
249,adidas,Januar 2022,Immer noch gut aber mit Verbesserungspotential,recommended,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,1
250,eon,Januar 2022,Referendarin in der Rechtsabteilung,recommended,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1
251,sap,Mai 2022,Hr service associate,recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
252,eon,März 2022,Sales Manager,not_recommended,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,0
253,volkswagen,April 2022,Im Prozess der agilen Transformation,recommended,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,1
254,continental-gruppe,März 2022,Top Arbeitsgeber,recommended,3.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,1
255,muenchener-rueckversicherung,Juni 2018,Sehr gut: 4.08 von 5 Sternen,recommended,4.0,4.0,4.0,5.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,1
256,continental-gruppe,Januar 2022,"Interessante, innovative Produkte. Die viel beschworenen Werte gelten leider nur noch auf dem Papier.",recommended,4.0,4.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,1
257,adidas,Juli 2021,Danke für diese Chance,recommended,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,1
258,eon,April 2021,Homeoffice Option mit Kind eine Herausforderung,not_recommended,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0
259,symrise,Mai 2018,positiv,recommended,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,1
260,symrise,Oktober 2019,Top Service für das neue Betriebssystem für das neue,recommended,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,1
261,fresenius-medical-care,September 2021,Schöne Grüße ich möchte mich für die stelle des Produktionsmitarbeiter bewerben. mit grüßen,recommended,,,5.0,,2.0,,5.0,,,,4.0,1.0,1
262,adidas,Dezember 2021,"Good experience, my tasks and jobs were not like mentioned in the job description",not_recommended,2.0,5.0,2.0,2.0,5.0,5.0,5.0,3.0,4.0,4.0,2.0,2.0,0
263,merckaa,Mai 2020,Super Arbeitgeber,recommended,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
264,sartorius,Dezember 2021,"Gut: 3,8 von 5 Sternen",recommended,4.0,4.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,1
265,deutsche-telekom,Februar 2022,Jeden Tag eine neue Herausforderung,recommended,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,1
266,hellofresh,März 2021,there is a reason why most people churn after usually 2 years.,not_recommended,4.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,0
267,mercedes-benz-group,Januar 2022,Es wird viel Wert auf eine schöne Praktikumserfahrung gelegt,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1
268,brenntag,September 2021,Unfaires veraltetes Unternehmen,not_recommended,2.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,0
269,mercedes-benz-group,April 2022,"Unmenschlich, verantwortungslos, unkooperativ, unkollegial, rasistisch, moderne Skl*verei",not_recommended,1.0,1.0,4.0,1.0,4.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,0
270,deutsche-telekom,März 2022,Meine 3. Jahre Ausbildung als IT-Systemelektroniker bei der Telekom AG,recommended,,,,,,,,,,,,,1
271,deutsche-bank,Mai 2020,Zusammenhalt mit Abstand,not_recommended,2.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,2.0,1.0,2.0,3.0,0
272,henkel-aa,März 2022,"Globales Unternehmen, wo man viel Verantwortung bekommt",recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1
273,continental-gruppe,Januar 2022,Erkenntnisse,not_recommended,2.0,2.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,0
274,infineon-technologies,Dezember 2021,"It is still in process. However, I am still enjoying and looking forward to the remaining bit.",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1
275,muenchener-rueckversicherung,Mai 2018,Bewertung,recommended,4.0,2.0,2.0,4.0,1.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,1
276,rwe,Juli 2019,Nette Kollegen/Innen und tolles Arbeitsklima,recommended,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,1
277,zalando,November 2021,"Stress, Druck für wenig Geld",not_recommended,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,0
278,pumagroup,April 2022,Very weak Workers Council!!!!!!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
279,bayer,Januar 2022,Und langsam geht's bergab.,recommended,3.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,2.0,1
280,basf-se,November 2021,Ein träger Riese mit Führungsproblem,not_recommended,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,0
281,volkswagen,April 2022,Bewertung in der TE,recommended,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1
282,daimler-truck3,Februar 2022,Abwechslungsreich und am Geschehen,recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,1
283,infineon-technologies,Dezember 2021,"meine Werkstundententätigkeit ist sehr gut, um während des Studiums einen Einblick zu bekommen",recommended,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,5.0,4.0,1
284,basf-se,Dezember 2021,Bester Arbeitgeber/Job den ich je hatte,recommended,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,1
285,delivery-hero,Juli 2020,"Faulheit, Lügen und Betrügen wird belohnt",not_recommended,1.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,0
286,merckaa,Juli 2021,"Super Arbeitgeber, weltoffenes integratives Arbeitsklima, gute Entwicklungsmöglichkeiten",recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1
287,covestro-deutschland3,April 2022,Kurz und knapp ein Top Arbeitgeber,recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
288,basf-se,Januar 2022,Bachelorarbeit,recommended,4.0,5.0,4.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,3.0,4.0,1
289,deutsche-telekom,März 2022,Naja …..,not_recommended,,,,,,,,,,,,,0
290,sartorius,April 2022,"es sind jetzt 32 Jahre, direkt aus dem Studium bei Sartorius angefangen.",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
291,mercedes-benz-group,Februar 2022,MB Group kann Tranformation,recommended,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,1
292,muenchener-rueckversicherung,August 2018,Sehr gut: 4.15 von 5 Sternen,recommended,5.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,4.0,1
293,delivery-hero,Februar 2017,Guter Arbeitgeber!,recommended,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,1
294,airbus,Dezember 2021,Schwierige Zeiten,not_recommended,2.0,4.0,1.0,1.0,2.0,,3.0,2.0,2.0,1.0,1.0,1.0,0
295,bayer,April 2021,einer der übelsten Erfahrungen meines Lebens,not_recommended,2.0,3.0,1.0,,1.0,3.0,3.0,,2.0,1.0,1.0,1.0,0
296,hannover-rueckversicherung,März 2021,Sehr guter Arbeitsgeber in internationalem Umfeld,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1
297,bmwgroup,Februar 2022,Buchhaltung war gut.,recommended,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1
298,volkswagen,April 2021,Gute Work Life Balance und gut bezahlt,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,1
299,muenchener-rueckversicherung,November 2021,Top Arbeitgeber,recommended,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,1
300,pumagroup,Juli 2020,"Spannender/ abwechslungsreicher Tätigkeitsbereich, wertschätzende Unternehmenskultur, vielfältiges/international Umfeld",recommended,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,1
301,pumagroup,April 2022,Top Arbeitgeber,recommended,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,1
302,deutsche-post,April 2022,"Gut, Aufstieg nur mit Beziehungen am Besten Beratungshaus",recommended,5.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,1
303,delivery-hero,März 2018,Bad management,not_recommended,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0
304,symrise,Juni 2018,Genügend: 1.23 von 5 Sternen,recommended,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1
305,airbus,März 2022,Hervorragender Arbeitgeber in fast allen Punkten,recommended,5.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,1
306,siemens,Januar 2022,Antiquirte Managementkultur mit Innovationstheater,not_recommended,3.0,1.0,2.0,4.0,1.0,5.0,4.0,3.0,3.0,1.0,5.0,1.0,0
307,delivery-hero,Juni 2020,"Hiring and Firing mentality, zero feedback culture",not_recommended,3.0,3.0,1.0,2.0,1.0,,3.0,,3.0,1.0,3.0,1.0,0
308,deutsche-boerse,Juni 2019,Umstrukturierungen wirken sich auf die Stimmung aus,not_recommended,4.0,4.0,3.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,3.0,3.0,0
