,Employer,Time,Comment,Overall,Interessante Aufgaben,Gleichberechtigung,Kommunikation,Arbeitsbedingungen,Vorgesetztenverhalten,Umgang mit älteren Kollegen,Kollegenzusammenhalt,Umwelt-/Sozialbewusstsein,Gehalt/Sozialleistungen,Karriere/Weiterbildung,Work-Life-Balance,Image,Arbeitsatmosphäre,Respekt,Variation,Spaßfaktor,Aufgaben/Tätigkeiten,Die Ausbilder,Ausbildungsvergütung,Arbeitszeiten,Karrierechancen,Arbeitgeber-Kommentar,Herausforderung,Arbeitgeber-Kommentare
128,airbus,Oktober 2021,"Höhen und Tiefen, sehr projektabhängig",Empfohlen,3.0,2.0,3.0,5.0,2.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,,,,,,,,,,,
129,airbus,Oktober 2021,super zufrieden,Empfohlen,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
130,airbus,Oktober 2021,Hervorragend!,Empfohlen,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,,,,,,,,,,,
131,airbus,September 2021,Objektive Bewertung,Empfohlen,2.0,5.0,1.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,5.0,5.0,3.0,,,,,,,,,,,
132,airbus,September 2021,Schrecklich. Mehr Schein als Sein,Nicht empfohlen,1.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,5.0,1.0,4.0,4.0,1.0,,,,,,,,,,,
133,airbus,September 2021,Guter AG mit Verbesserungspotenzial,Empfohlen,3.0,2.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,,,,,,,,,,,
134,airbus,September 2021,"OK, geht aber besser",Empfohlen,2.0,5.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,3.0,,,,,,,,,,,
135,airbus,September 2021,Bei der EADS in Ottobrunn hat 3s noch Spaß gemacht. Da hat sich jeder mit dem Unternehmen identifiziert !,Empfohlen,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,,,,,,,,,,,
136,airbus,August 2021,Ambivalenter Arbeitgeber,Nicht empfohlen,2.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,5.0,1.0,3.0,4.0,3.0,,,,,,,,,,,
137,airbus,Juli 2021,"Starre Struktur, meistens zu viel Arbeit (überfordern und Druck) vieler Mitarbeiter",Empfohlen,3.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,,,,,,,,,,,
138,airbus,Juli 2021,Es kommt auf den Bereich an...,Nicht empfohlen,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,,,,,,,,,,,
139,airbus,Juli 2021,Airbus naja,Nicht empfohlen,3.0,4.0,1.0,4.0,1.0,4.0,3.0,3.0,4.0,1.0,4.0,5.0,1.0,,,,,,,,,,,
140,airbus,Juli 2021,Die Firma mit Zukunft,Empfohlen,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,,,,,,,,,,,
141,airbus,Juli 2021,Der Schein trügt,Nicht empfohlen,4.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,,,,,,,,,,,
142,airbus,Juni 2021,Ein Arbeitgeber mit opportunistischer Führung,Nicht empfohlen,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
143,airbus,Mai 2021,Als Leiharbeiter nix wert,Empfohlen,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,,,,,,,,,,,
144,airbus,Mai 2021,"Veraltete Management-Kultur, scheinheiliges Verhalten gegenüber Mitarbeitern, nicht zu empfehlen",Nicht empfohlen,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
145,airbus,April 2021,Arbeitgeber mit Ecken und Kanten,Nicht empfohlen,4.0,4.0,3.0,1.0,2.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,3.0,,,,,,,,,,,
146,airbus,April 2021,Bester Ausbilder in und um Hamburg? Ja!,Empfohlen,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,
147,airbus,April 2021,Data Analyst,Empfohlen,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,,,,,,,,,,,
148,airbus,April 2021,Arbeitgeber ist sehr famiienfreundlich,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,,,,,,,,,,,
149,airbus,April 2021,arbeiten bei einem der sozialsten Arbeitgeber Deutschlands ! (Airbus),Empfohlen,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,,,,,,,,,,,
150,airbus,April 2021,Sehr guter Arbeitgeber der sich seiner sozialen Verantwortung bewusst ist,Empfohlen,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
151,airbus,April 2021,Externen Mitarbeitern Arbeitnehmerüberlassung nahezulegen ist inakzetabel!,Nicht empfohlen,4.0,5.0,1.0,2.0,1.0,5.0,1.0,4.0,4.0,3.0,1.0,3.0,1.0,,,,,,,,,,,
152,airbus,April 2021,Processmanager,Empfohlen,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,,,,,,,,,,,
153,airbus,März 2021,Mehr schlecht als recht..,Nicht empfohlen,2.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,,,,,,,,,,,
154,airbus,März 2021,Krisensicherer Job bei guter Bezahlung,Empfohlen,3.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,,,,,,,,,,,
155,airbus,März 2021,Top Arbeitgeber in der Region,Empfohlen,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,,,,,,,,,,,
156,airbus,März 2021,Gute Bezahlung bei mittleren,Nicht empfohlen,4.0,5.0,2.0,3.0,2.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,3.0,,,,,,,,,,,
157,airbus,März 2021,Dual student of logistics management,Empfohlen,,,,,,,,,,,,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,,,
158,airbus,März 2021,Ausrüstungsmechaniker,Nicht empfohlen,4.0,4.0,2.0,2.0,1.0,5.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,,,,,,,,,,,
159,airbus,Februar 2021,Feuerwehr,Empfohlen,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,,,,,,,,,,,
160,airbus,Februar 2021,Tha8c4,Empfohlen,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,,,,,,,,,,,
161,airbus,Februar 2021,Toller Arbeitsplatz,Empfohlen,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,,,,,,,,,,,
162,airbus,Februar 2021,"Was soll man da für eine Überschrift wählen...
Macht doch keinen Sinn..",Nicht empfohlen,4.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,3.0,2.0,,,,,,,,,,,
163,airbus,Februar 2021,Ich arbeite sehr gerne bei der Airbus Bank,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
164,airbus,Februar 2021,"Dank eines kompetenten Betriebsrats, werden die Arbeitnehmerinteressen sehr gut vertreten.",Empfohlen,5.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,,,,,,,,,,,
165,airbus,Februar 2021,Toller Arbeitgeber!,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,,,,,,,,,,,
166,airbus,Februar 2021,Auf jetzige vorgesetzte kann man verzichten,Empfohlen,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,,,,,,,,,,,
167,airbus,Februar 2021,"In den Burnout getrieben, danach fristlose Kündigung",Nicht empfohlen,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,4.0,2.0,3.0,3.0,3.0,,,,,,,,,,,
168,airbus,Januar 2021,War damals schön.,Nicht empfohlen,4.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,5.0,1.0,4.0,1.0,2.0,,,,,,,,,,,
169,airbus,Januar 2021,Kein Homeoffice,Nicht empfohlen,2.0,2.0,3.0,1.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,2.0,3.0,,,,,,,,,,,
170,airbus,Januar 2021,"Ein Konzern halt, mit allen Vor- und Nachteilen",Empfohlen,5.0,5.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,,,,,,,,,,,
171,airbus,Januar 2021,Interessante Tätigkeiten gehemmt durch Bürokratiemonster,Empfohlen,5.0,4.0,3.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,,,,,,,,,,,
172,airbus,Januar 2021,Grottig,Nicht empfohlen,3.0,5.0,2.0,3.0,1.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,2.0,,,,,,,,,,,
173,airbus,Januar 2021,Traumjob,Empfohlen,3.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,,,,,,,,,,,
174,airbus,Dezember 2020,individuelle subjektive Einschätzung,Nicht empfohlen,4.0,5.0,2.0,4.0,2.0,5.0,3.0,3.0,5.0,3.0,5.0,3.0,3.0,,,,,,,,,,,
175,airbus,November 2020,So lala,Empfohlen,4.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,,,,,,,,,,,
176,airbus,November 2020,"Guter Arbeitgeber, allerdings durch Corona stark getroffen.
Bewertungen stark Bereichs/Abteilungsabhängig",Empfohlen,5.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,,,,,,,,,,,
177,airbus,November 2020,Gute Branche - Wachsender Frust,Nicht empfohlen,4.0,4.0,2.0,4.0,2.0,4.0,3.0,5.0,5.0,3.0,3.0,2.0,1.0,,,,,,,,,,,
178,airbus,November 2020,"Auf jeden Fall weiterzuempfehlen, tolle Firma",Empfohlen,,,,,,,,,,,,,5.0,5.0,5.0,2.0,2.0,4.0,5.0,5.0,4.0,,,
179,airbus,November 2020,Im Wandel! Es kann was Innovatives werden!,Empfohlen,5.0,3.0,3.0,5.0,2.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,,,,,,,,,,,
180,allianz118,April 2022,"Allianz SE ist mein 3. Arbeitgeber & der beste hinsichtlich Vereinbarkeit von Familie, Work-Life Balance & Vergütung.",Empfohlen,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,,,,,,,,,,,
181,allianz118,April 2022,"Gute Firma, (neue) Führungskräfte und Umgang mit Mitarbeiter schlecht.",Nicht empfohlen,4.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,,,,,,,,,,,
182,allianz118,April 2022,Krisensicher und Familienfreundlich!,Empfohlen,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,,,,,,,,,,,
183,allianz118,November 2021,"Internationales Arbeitsumfeld, vielfältige Entwicklungsmöglichkeiten, zahlreiche Benefits, hohe Flexibilität - Top!",Empfohlen,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,,,,,,,,,,,
184,allianz118,September 2021,Macht Spaß hier zu arbeiten,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
185,allianz118,Juli 2020,Top Arbeitgeber mit herausfordernden Aufgaben und super Arbeitsklima,Empfohlen,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,,,,,,,,,,,
186,allianz118,Mai 2019,Flexible Arbeitszeiten und Kinderbetreuung,Empfohlen,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,,,,,,,,,,,
187,allianz118,April 2018,Leider sehr launische/zickige Kolleginnen im Senior Recruiting in Group HR der Allianz SE,Nicht empfohlen,2.0,4.0,1.0,5.0,2.0,4.0,1.0,5.0,3.0,3.0,3.0,3.0,1.0,,,,,,,,,,,
188,allianz118,November 2017,"Ein straff geführtes Unternehmen ohne Vertrauen in die eigenen Mitarbeiter, die ständig dreifach...",Nicht empfohlen,2.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,3.0,4.0,1.0,,,,,,,,,,,
189,allianz118,Juli 2017,Grenzwertig,Nicht empfohlen,5.0,4.0,3.0,2.0,1.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,,,,,,,,,,,
190,allianz118,Juli 2017,Praktikum im COO Office nicht zu empfehlen,Nicht empfohlen,4.0,1.0,4.0,4.0,1.0,5.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,,,,,,,,,,,
191,basf-se,Mai 2022,Unfaire Bezahlung für viel Arbeit und Druck,Nicht empfohlen,,,2.0,,,,2.0,,1.0,,2.0,,2.0,,,,,,,,,,,
192,basf-se,Mai 2022,Sehr niedriges Gehalt (-). flexibel / mobiles Arbeiten (+) - insgesamt nicht zu empfehlen,Nicht empfohlen,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,,,,,,,,,,2.0,,
193,basf-se,Mai 2022,Familienfreundlich und flexibel,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,,,,,,,,,,5.0,,
194,basf-se,April 2022,Künstlich knapp,Nicht empfohlen,3.0,3.0,1.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,2.0,,,,,,,,,,1.0,,
195,basf-se,April 2022,Vor- und Nachteile,Nicht empfohlen,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,,,,,,,,,,4.0,,
196,basf-se,April 2022,Flexibel und familienfreundlich,Empfohlen,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,,,,,,,,,,5.0,,
197,basf-se,April 2022,Guter Arbeitgeber,Empfohlen,4.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,,4.0,4.0,,,,,,,,,5.0,,
198,basf-se,April 2022,Gut aber hohe Auslastung,Empfohlen,5.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,,,,,,,,,4.0,,
199,basf-se,April 2022,Immer ein offenes Ohr für familiäre Probleme,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,,,,,,,,,,5.0,,
200,basf-se,April 2022,Sehr familienfreundlich,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,,5.0,4.0,,,,,,,,,5.0,,
201,basf-se,April 2022,Bietet viel für Familien,Empfohlen,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,,,,,,,,,,5.0,,
202,basf-se,April 2022,In Ordnung,Empfohlen,5.0,1.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,,,,,,,,,,5.0,,
203,basf-se,April 2022,Sehr hohe Belastung,Nicht empfohlen,4.0,3.0,2.0,3.0,4.0,5.0,3.0,2.0,4.0,2.0,3.0,4.0,,,,,,,,,,4.0,,
204,basf-se,April 2022,Sehr gut!,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,,,,,,,,,,5.0,,
205,basf-se,April 2022,"Bestens, weiter so!",Empfohlen,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,,5.0,,
206,basf-se,April 2022,Der Beste Arbeitgeber den es gibt,Empfohlen,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,5.0,,
207,basf-se,März 2022,Fast alles prima...,Nicht empfohlen,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,,,,,,,,,,4.0,,
208,basf-se,März 2022,An employer that doesn't care at all about the employees,Nicht empfohlen,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,
209,basf-se,März 2022,Project Engineering Manager,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,,,,,,,,,,5.0,,
210,basf-se,März 2022,Ausbau fähig,Empfohlen,3.0,3.0,3.0,5.0,3.0,3.0,5.0,2.0,2.0,2.0,3.0,4.0,,,,,,,,,,3.0,,
211,basf-se,März 2022,Maximale Ausbeutung,Nicht empfohlen,1.0,5.0,1.0,,1.0,1.0,1.0,5.0,1.0,,1.0,,,,,,,,,,,2.0,,
212,basf-se,März 2022,E-EDE/LS customer Service Officer,Nicht empfohlen,1.0,1.0,5.0,1.0,5.0,1.0,2.0,5.0,1.0,1.0,5.0,2.0,,,,,,,,,,1.0,,
213,basf-se,März 2022,"Very positive environment, kind and supportive management, but complex and bureaucratic HR rules",Empfohlen,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,,,,,,,,,,3.0,,
214,basf-se,März 2022,Geregelte Arbeitszeit und tolle Kollegen,Empfohlen,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,5.0,,
215,basf-se,Februar 2022,Spart am Mitarbeiter wo es nur geht,Nicht empfohlen,5.0,5.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,,,,,,,,,,5.0,,
216,basf-se,Januar 2022,Knochenjob Produktion,Nicht empfohlen,4.0,4.0,4.0,3.0,2.0,5.0,4.0,2.0,3.0,2.0,3.0,4.0,,,,,,,,,,3.0,,
217,basf-se,Januar 2022,Guter Arbeitgeber,Empfohlen,,,,,,,,,,,,,,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,,
218,basf-se,Januar 2022,Gute Erfahrungen mit diesem Betrieb,Empfohlen,,,,,,,,,,,,,4.0,5.0,4.0,5.0,4.0,,3.0,5.0,4.0,4.0,,
219,basf-se,Januar 2022,Der Mensch zählt nicht,Nicht empfohlen,4.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,,,,,,,,,,3.0,,
220,basf-se,Januar 2022,Toller Arbeitgeber mit spannenden Zukunftsthemen,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,5.0,,
221,basf-se,Januar 2022,Es ist nicht alles Gold was glänzt,Empfohlen,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,,,,,,,,,,3.0,,
222,basf-se,Januar 2022,Bachelorarbeit,Empfohlen,4.0,5.0,4.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,3.0,4.0,,,,,,,,,,5.0,,
223,basf-se,Januar 2022,Super!,Empfohlen,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,2.0,4.0,3.0,5.0,,,,,,,,,,4.0,,
224,basf-se,Januar 2022,Sehr angenehme Arbeitsklima. Auf Sicherheit wird sehr viel wert gelegt.,Empfohlen,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,,,,,,,,,,5.0,,
225,basf-se,Januar 2022,Schlechte Planung und Teamführung,Nicht empfohlen,2.0,1.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,3.0,,
226,basf-se,Januar 2022,"Super Arbeitgeber, tolle Führungskultur",Empfohlen,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,,,,,,,,,,4.0,,
227,basf-se,Januar 2022,Wenig Geld für viel Stress,Empfohlen,5.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,,,,,,,,,,3.0,,
228,basf-se,Januar 2022,Insgesamt guter und sicherer Arbeitgeber mit fairem Gehalt,Empfohlen,5.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,,,,,,,,,,5.0,,
229,basf-se,Januar 2022,Chemikant,Empfohlen,5.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,,,,,,,,,,3.0,,
230,basf-se,Januar 2022,"Wer hier anfängt ist verzweifelt, wer hier bleibt ist gescheitert!",Nicht empfohlen,5.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,,,,,,,,,,1.0,,
231,basf-se,Januar 2022,Kein Job für die Ewigkeit,Nicht empfohlen,5.0,2.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,1.0,,
232,basf-se,Januar 2022,Guter Arbeitgeber,Empfohlen,4.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,,,,,,,,,,3.0,,
233,basf-se,Januar 2022,Zukunftsorientiert und überragende Konditionen,Empfohlen,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,,
234,basf-se,Januar 2022,"Ein wirklicher spitzenarbeitgeber! Arbeitsmoral, Arbeitszeit, Klima in den Betrieben ist einfach nur sehr gut!",Empfohlen,5.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,5.0,,
235,basf-se,Januar 2022,Work Life Balance,Empfohlen,,5.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,,,,,,,,,,5.0,,
236,basf-se,Dezember 2021,Ist okay,Nicht empfohlen,4.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,,,,,,,,,,4.0,,
237,basf-se,Dezember 2021,Schlechte Konditionen & Atmosphäre bei unangemessenen Anforderungen,Nicht empfohlen,1.0,1.0,1.0,1.0,3.0,,3.0,2.0,4.0,4.0,3.0,2.0,,,,,,,,,,4.0,,
238,basf-se,Dezember 2021,Meine Anilin,Empfohlen,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,,5.0,,
239,basf-se,Dezember 2021,Mittlerweile Mittelmaß,Empfohlen,5.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,,,,,,,,,,3.0,,
240,basf-se,Dezember 2021,Laborarbeit wird leider nicht wertgeschätzt,Empfohlen,4.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,,,,,,,,,,3.0,,
241,basf-se,Dezember 2021,Bester Arbeitgeber/Job den ich je hatte,Empfohlen,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,,,,,,,,,,5.0,,
242,basf-se,Dezember 2021,"Anspruchsvolle Aufgaben, viel Autonomie, tolles Team",Empfohlen,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,,,,,,,,,,,
243,basf-se,Dezember 2021,Alles super,Nicht empfohlen,3.0,1.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,,,,,,,,,,,
244,basf-se,Dezember 2021,Alles super,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,5.0,,
245,basf-se,Dezember 2021,5/10,Empfohlen,2.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,,5.0,5.0,3.0,3.0,,,,,,,,,,,
246,basf-se,Dezember 2021,"Mein Praktikum war gut, ich habe vieles gelernt. Aber in einigen Punkten gibt es Verbesserungsbedarf.",Nicht empfohlen,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,,4.0,4.0,3.0,2.0,,,,,,,,,,,
247,basf-se,Dezember 2021,Professional aber leider zu wenig Geld,Nicht empfohlen,3.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,,1.0,5.0,4.0,2.0,,,,,,,,,5.0,,
248,basf-se,Dezember 2021,Stress - der ständiger Begleiter,Empfohlen,1.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,,,,,,,,,,3.0,,
249,basf-se,Dezember 2021,"Gut: 3,8 von 5 Sternen",Empfohlen,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,2.0,4.0,4.0,5.0,,,,,,,,,,,
250,basf-se,Dezember 2021,Sehr gut,Empfohlen,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,,,,,,,,,,,
251,basf-se,Dezember 2021,Höhen und Tiefen,Empfohlen,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,,,,,,,,,,5.0,,
252,basf-se,Dezember 2021,"I worked on 3 projects in the disruptive innovation space, overall my team was completely satisfied with my performance",Empfohlen,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,,,,,,,,,,,
253,basf-se,November 2021,Gute Entwicklung,Empfohlen,3.0,4.0,4.0,3.0,3.0,3.0,5.0,2.0,5.0,3.0,5.0,5.0,,,,,,,,,,5.0,,
254,basf-se,November 2021,Nicht zu empfehlen!,Nicht empfohlen,,4.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,,1.0,,
255,basf-se,November 2021,Nicht zu empfehlen,Nicht empfohlen,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,,3.0,,,,,,,,,1.0,,
256,basf-se,November 2021,Großer Konzern mit allen Facetten der Arbeitswelt. Von trägen Prozessen bis innovativem Lösungen ist alles vorhanden.,Empfohlen,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,,,,,,,,,,4.0,,
257,basf-se,November 2021,Ein Wandel ist dringend erforderlich,Empfohlen,3.0,4.0,4.0,2.0,1.0,4.0,4.0,2.0,3.0,1.0,3.0,4.0,,,,,,,,,,3.0,,
258,basf-se,November 2021,Top Unternehmen,Empfohlen,4.0,,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,,,,,,,,,4.0,,
259,basf-se,November 2021,"Der große Arbeitgeber, der im Kopf umsetzt aber die direkten Vorgesetzen komplett Versagen",Nicht empfohlen,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,
